accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
14,8.4661,9.3347,0.3407,4.8458,1,18.5105,0.4245,3.8838,20.6706
16,7.3845,2.2013,0.0475,0.1615,1,22.1025,2.0693,42.1434,1.7049
32,1.9486,8.3637,0.8656,1.6765,1,34.3566,2.4298,16.303,15.9145
17,8.5497,6.8999,0.1698,2.4311,1,18.0549,0.8375,54.9352,17.9823
27,7.0391,8.6976,0.9307,0.0073,1,41.3279,2.4281,1.892,10.4165
17,7.2732,7.9691,0.4786,4.4956,1,7.4032,0.8146,46.5086,13.6638
21,4.2668,3.465,0.3404,1.4312,0,45.3797,2.0793,30.1975,3.8833
16,8.9135,7.744,0.7418,1.2885,1,15.0599,0.3744,21.0337,7.6439
15,7.5283,2.6246,0.8768,4.1016,0,7.6356,1.2835,45.0203,16.984
24,2.0133,3.2859,0.3707,1.3899,0,42.9012,1.5615,85.6003,14.4617
17,4.67,1.0791,0.4073,3.2881,1,11.9732,2.1759,65.8841,3.2733
19,8.9774,9.3508,0.4332,4.1075,1,42.1698,1.9501,16.8342,23.7132
26,1.4248,2.91,0.9223,3.9624,1,14.8132,2.56,50.3884,22.5069
12,9.6527,5.2062,0.6926,3.9098,0,46.6932,0.5529,93.2354,5.3788
18,7.1125,3.9133,0.2476,0.4432,1,10.9539,1.9837,44.4833,21.0029
18,6.6824,9.5993,0.185,0.3992,0,3.4825,0.3833,47.5841,6.4121
25,3.435,3.3505,0.2304,1.5339,1,46.8266,1.4342,94.1944,13.5297
25,3.2391,7.7855,0.2636,0.1797,1,8.2813,1.5737,14.445,18.7692
15,9.4785,8.5542,0.2302,2.5021,0,47.2066,0.0818,73.7691,8.2579
22,3.6845,4.3561,0.6585,1.9739,0,41.1989,0.2111,30.617,13.3235
17,7.9795,3.7817,0.1159,2.7851,0,4.0963,2.5178,86.7233,10.8085
25,4.5381,7.4775,0.3874,1.4939,1,22.2568,0.8604,6.3819,18.2448
30,2.2533,9.129,0.6251,2.4288,1,3.67,1.0384,99.0498,11.4882
31,1.0964,7.5493,0.2909,1.6737,1,16.4893,1.9212,77.0923,13.6059
18,5.8983,2.2713,0.0653,0.976,1,17.5752,0.6621,29.149,20.2934
15,9.782,8.8831,0.0818,3.2468,1,29.9817,0.5786,76.3247,16.7675
22,4.3222,3.8758,0.126,3.3672,1,48.7948,1.2646,92.374,12.6601
19,4.2147,5.7623,0.8358,4.1462,1,8.4882,0.177,12.1788,11.071
25,4.0968,8.3144,0.6579,4.3738,1,16.4575,2.7509,91.4443,3.0424
15,5.6849,1.8839,0.0645,3.5223,0,29.3551,2.8203,36.6573,1.3528
24,4.966,7.8451,0.3911,3.4375,1,8.571,1.3446,1.6395,22.8666
16,8.9192,5.9616,0.2786,0.2834,1,35.5355,0.6277,12.1297,4.4766
25,5.5497,8.9334,0.578,0.5489,0,20.183,1.4117,88.5946,6.6449
16,5.5698,1.7197,0.5228,4.0628,1,47.4786,0.2998,98.284,14.6628
25,2.2453,4.2068,0.4811,1.1648,0,31.4935,1.1934,89.6418,19.8702
13,9.8447,8.3284,0.3145,1.7778,0,18.154,0.221,44.7121,19.9954
23,3.2498,0.1923,0.1378,0.7265,0,35.9737,2.1185,96.1796,19.9115
27,1.6603,1.122,0.7424,0.9758,1,41.9377,0.8271,41.2782,23.4741
22,6.9683,9.9057,0.8799,3.8771,1,40.024,1.562,12.2559,1.3369
15,6.3583,2.8039,0.9442,1.3093,0,13.1382,0.0406,34.7532,9.5964
25,4.7363,9.7554,0.0586,2.2452,0,20.8492,1.5739,99.8437,21.9261
20,4.7997,1.8253,0.7399,0.7584,1,22.6089,0.0098,62.9686,11.2161
20,8.0656,3.6109,0.7265,3.3896,1,19.4192,2.7756,34.6599,20.9111
25,2.7614,7.5287,0.9471,3.6413,1,15.5432,1.5035,62.7937,0.4238
16,8.3823,6.5778,0.2529,1.8085,1,37.6374,0.3002,43.4844,12.1048
16,6.8387,5.8112,0.7422,3.9237,1,0.6112,1.0232,5.9053,22.1389
19,4.7707,5.299,0.0546,1.1995,1,14.6772,0.1382,20.9116,6.2708
22,5.1223,8.4344,0.6312,3.4595,0,7.0809,1.5927,2.9043,22.3118
14,3.3098,2.3495,0.3508,3.6498,0,6.4385,0.367,26.2244,0.2035
12,7.769,4.4247,0.7689,4.8433,1,13.8479,1.4193,74.2169,1.8943
20,5.6159,1.5545,0.8633,1.1616,1,38.1077,0.9165,20.1385,11.4438
27,3.8877,5.9594,0.3648,0.4686,1,48.4711,2.2848,53.2776,2.5531
18,6.3645,2.5054,0.5256,1.3152,1,25.7309,1.4468,70.4588,5.4143
14,9.9616,3.3384,0.1174,0.6143,0,16.9486,2.5446,55.3196,7.1406
25,4.9174,4.7125,0.4169,0.8485,1,41.4585,2.824,2.5217,11.5559
12,9.2862,0.2677,0.3608,1.6706,1,3.3552,2.9086,36.9709,9.3723
18,4.1052,0.9194,0.1831,2.07,1,4.6584,0.7806,44.7214,22.1315
29,1.4926,6.8593,0.8945,4.5186,0,17.2683,2.3027,34.9326,21.2644
25,2.8382,4.2897,0.1481,0.9781,1,22.4204,1.3143,55.0801,17.9537
26,4.7683,8.6479,0.6357,4.8588,1,39.8919,1.2785,51.8022,15.8234
29,2.9767,6.9467,0.8901,4.0508,1,46.2632,2.6047,19.5576,4.9042
22,1.002,0.081,0.912,4.4074,1,26.5638,0.437,75.4454,14.4438
15,9.235,6.1671,0.7932,4.6472,1,24.7822,1.4334,16.9552,3.5295
11,8.5949,0.9372,0.1761,3.7662,1,10.6506,1.7786,46.4376,10.8653
16,7.6806,7.8093,0.8174,3.9439,1,22.5591,0.1984,75.8739,11.0766
33,2.5103,9.9151,0.2766,2.1891,1,46.1822,2.5935,70.029,16.553
26,2.0833,5.312,0.9224,2.5523,0,19.645,0.943,43.7864,20.043
25,1.6084,6.8278,0.7091,4.6624,0,10.5341,1.9705,79.1031,7.6921
17,7.5163,2.3731,0.7853,1.8913,1,16.8648,2.7842,71.662,0.9884
15,9.3593,4.376,0.085,0.2097,1,25.7297,2.1593,39.0691,1.1273
29,4.8748,8.561,0.5828,3.8138,1,29.9293,2.658,89.6558,20.9958
20,2.0723,1.6742,0.8211,2.8658,0,21.6215,0.2086,15.054,11.6718
17,5.6115,2.6554,0.8616,4.0744,0,37.9268,1.4782,36.4897,5.9523
22,4.1395,4.4543,0.0286,0.3778,1,29.2227,1.6945,70.0832,0.7749
26,4.3734,7.1225,0.9392,3.1062,0,33.2524,2.0671,87.4248,12.6903
16,6.592,3.7588,0.0433,1.2385,1,43.1459,0.3506,32.9354,3.2903
22,7.4685,9.2773,0.6145,4.5163,1,43.2844,1.9704,56.563,10.0087
22,1.9954,0.9446,0.6934,0.5495,0,10.1754,0.438,2.1721,12.3859
22,1.3203,3.708,0.1073,4.2153,1,31.1672,0.2028,37.7134,5.5008
15,9.949,7.0895,0.048,0.4428,1,35.832,1.408,33.7626,4.7721
21,3.0946,2.2599,0.7849,0.1255,0,7.2926,1.8011,84.4046,0.4754
32,1.4845,6.5641,0.3847,1.1753,1,42.1385,2.8744,8.3237,14.0525
20,2.7089,1.6422,0.1071,1.6652,0,9.0235,2.0959,7.1493,4.8106
27,1.3506,0.5598,0.7627,3.1326,1,39.964,1.7742,44.8275,21.0775
17,4.5263,1.2102,0.8492,0.6586,0,8.0733,0.6437,41.3315,14.4906
18,8.2216,9.2998,0.5874,2.1866,1,37.0889,0.4561,16.9944,13.3539
24,4.0712,5.5175,0.1612,1.0213,1,7.4074,1.8218,27.0711,12.1124
18,4.9977,7.9635,0.0152,4.2765,0,18.9415,0.6688,97.4453,5.1674
20,7.0803,3.3265,0.7008,0.2248,0,7.1758,2.1198,51.8051,23.2659
19,5.58,5.9266,0.5501,1.7797,1,13.5358,0.3434,9.6975,23.2091
15,8.753,4.9495,0.6508,3.1569,1,49.2257,1.0189,5.9249,7.7105
19,8.7943,9.4574,0.8132,4.5654,1,5.3838,2.3193,5.1518,18.6292
28,1.0892,7.4757,0.4342,4.34,0,20.3232,2.4931,39.5129,2.8619
17,8.0024,7.3054,0.1245,4.476,1,33.846,1.0357,86.6961,18.7327
16,5.1466,0.4635,0.94,0.3143,1,4.7299,0.6202,83.4587,6.872
12,9.8996,5.4967,0.5453,4.2046,0,5.4516,2.8746,37.4208,6.9392
21,5.3491,4.6699,0.6153,3.8996,1,7.1631,2.2832,77.6679,12.1736
17,9.8821,9.2784,0.9334,4.5122,0,32.2493,2.4212,75.4726,9.4159
15,7.7911,2.5734,0.9316,1.5579,1,45.4668,0.6683,48.8165,2.8279
22,3.2374,2.6983,0.5721,4.5588,1,41.2995,1.2733,41.0344,14.2339
15,5.8456,4.1135,0.2976,2.0132,0,49.1528,0.2046,18.8743,5.1322
11,9.9292,2.4337,0.9971,3.1705,1,28.9069,0.3282,28.5983,10.6675
14,8.7178,1.2918,0.6808,2.1209,1,48.0739,0.6629,34.5308,5.5443
30,1.8763,8.5741,0.4084,2.1382,1,15.2467,0.9097,81.4591,20.582
20,7.3573,5.5828,0.5598,2.7332,0,21.0752,2.9916,55.7423,8.1125
25,4.1102,8.6136,0.4158,1.7796,0,19.8021,1.2663,20.8905,21.2998
29,1.0628,8.3113,0.8883,3.9637,1,2.3679,2.0936,10.4869,7.8263
21,4.6313,2.8204,0.4825,3.1682,0,41.4853,2.7133,50.1697,4.3079
22,3.1128,5.4774,0.8235,3.4488,1,1.2359,0.7382,66.9653,13.8392
14,8.3698,0.8322,0.8402,1.1552,1,36.4938,0.4342,82.0695,13.3233
24,4.036,9.1525,0.8243,4.8479,1,20.3532,0.7298,79.9342,14.8539
17,8.4477,4.0426,0.7222,3.3009,1,0.3124,2.6473,82.5914,7.2514
27,1.0054,3.9368,0.8549,0.986,1,14.4973,1.9971,45.3369,7.6793
20,3.7704,3.0276,0.3872,3.7525,1,17.3064,1.354,86.7001,5.6983
30,3.1705,4.6066,0.1147,0.8686,1,48.2351,2.4608,45.0162,22.2816
22,3.1021,2.5176,0.8425,0.3169,0,33.054,0.7102,17.644,16.3909
23,1.6137,3.7485,0.4982,2.6378,0,27.1786,0.7175,40.3405,18.1501
22,2.6841,7.9995,0.1274,2.7676,0,6.3525,1.7017,34.6625,4.6599
25,5.9999,8.3426,0.1153,0.9448,1,19.5552,2.3702,39.8255,15.8779
17,3.6222,3.0418,0.1592,1.7419,0,1.7882,0.7787,66.2033,18.3039
17,4.7566,4.6901,0.751,4.7288,0,38.0843,0.6301,66.0347,8.2189
25,4.3918,8.7382,0.7109,1.425,1,8.1388,1.4219,23.2653,3.7846
11,8.8831,0.5267,0.2038,0.7778,1,29.7218,0.4026,32.2771,16.7281
20,9.1477,8.8914,0.8469,4.9628,1,34.9696,2.2434,59.9401,14.6674
19,5.4366,2.1918,0.2813,1.5115,1,18.3255,1.732,9.3287,13.8148
24,3.9714,6.7854,0.793,3.4013,1,31.6297,1.5376,69.1778,4.3816
30,1.9612,5.8255,0.4888,1.1578,1,38.2116,2.6168,18.7103,6.2998
15,9.5806,5.5294,0.7315,2.7506,1,9.2062,2.1977,85.2204,14.9972
28,1.542,8.5936,0.3814,1.9314,1,30.043,0.4478,40.7572,14.7261
16,3.6789,1.0157,0.3471,4.8079,1,36.6942,1.2613,22.8598,13.3133
21,3.6826,3.4703,0.8414,2.164,0,17.8524,0.9638,67.1142,18.4353
25,3.8836,5.3825,0.0353,2.9209,0,8.1246,2.4062,55.849,19.5518
28,2.4786,8.1129,0.9747,4.7238,1,14.3058,2.1571,18.0216,6.6363
11,8.0485,2.1644,0.6482,4.9462,0,46.6537,1.416,82.8889,3.7826
29,2.1025,8.0293,0.4325,0.5083,0,17.8724,2.4709,45.8756,4.828
15,6.7142,3.9964,0.6281,4.1716,1,5.385,1.2302,16.0722,6.7514
24,2.1146,1.8891,0.1227,1.9106,0,4.1363,2.4107,79.822,22.746
25,1.6348,7.5899,0.5141,2.9741,1,9.0248,0.0962,14.21,3.2919
12,9.1849,0.909,0.9851,1.8752,0,6.3756,0.4039,96.8358,21.0903
23,2.7112,5.1477,0.2353,2.0056,0,24.7522,2.2679,44.7392,4.8811
12,8.3913,0.6388,0.7223,0.7943,1,17.3776,0.3432,73.094,8.3627
18,5.9017,3.5642,0.435,2.8638,1,42.0703,2.0513,45.7448,3.0209
29,1.7007,6.0108,0.6525,2.7336,1,44.0539,2.1707,19.5687,2.4806
16,9.599,5.5612,0.2049,0.9468,1,23.664,1.9866,76.0533,2.2834
26,3.2227,4.0466,0.4705,2.7087,1,44.4264,2.4547,29.6463,8.2262
14,8.7368,4.2905,0.9801,4.8655,0,22.5231,1.5349,68.5594,12.5686
23,2.5193,2.2677,0.1953,3.572,1,32.0981,2.6911,26.4799,4.8194
14,8.6855,4.5588,0.6364,2.4049,0,8.1267,1.7085,24.8697,22.3842
28,1.1191,9.5325,0.5756,4.5804,1,2.6291,1.5236,46.2871,14.0741
23,5.606,8.5045,0.5651,2.8766,0,8.0043,1.5282,81.8077,21.2416
17,7.925,1.4523,0.6151,0.6752,0,12.5923,2.7362,61.7497,3.5717
8,9.4132,0.2978,0.5022,2.7375,1,37.5491,0.7311,7.4022,3.4439
20,9.1828,9.3352,0.0169,0.9049,1,8.6753,2.0851,73.6526,20.3221
15,8.3766,5.2675,0.9001,3.8375,1,6.5327,0.7278,58.3973,13.6316
18,8.9937,5.3784,0.827,4.8359,1,46.3805,0.2765,62.733,22.5261
27,2.793,7.8072,0.1742,1.8041,0,34.4401,2.8612,36.0042,3.5255
19,3.5577,3.1469,0.4133,2.1746,0,23.6653,0.3892,56.06,0.6244
25,3.6007,4.8191,0.7705,2.1075,1,4.7484,2.0586,37.817,21.9975
27,4.3935,9.6866,0.9801,1.4265,0,42.5895,1.2737,9.0691,16.7721
24,4.5399,6.7215,0.9511,3.9709,1,5.4129,2.5113,84.5986,19.372
19,5.901,1.5375,0.8994,3.0886,1,30.5523,2.3196,68.1246,7.1043
20,2.4389,1.3323,0.1584,0.3203,0,33.3838,0.4313,67.3735,0.0736
14,7.2212,2.0426,0.9145,4.194,1,20.0069,1.4035,20.1742,11.5891
29,2.5081,7.6671,0.8784,0.9354,1,45.5608,0.0826,66.6961,23.7602
18,3.7928,2.9538,0.3769,4.8958,1,2.535,1.2886,23.971,21.7809
17,5.5301,0.2139,0.3945,1.8833,0,40.9058,2.1006,69.0659,1.7285
15,8.168,9.4417,0.4599,3.0822,0,27.6897,0.6965,34.0195,4.5068
21,7.6552,1.6971,0.6562,0.3891,1,30.5602,2.4301,16.5939,7.4695
15,6.8098,0.0956,0.2608,1.7233,1,49.3413,0.1595,90.7202,19.9296
19,2.402,2.3713,0.0229,4.0118,1,29.1324,0.1037,11.3604,19.7931
16,5.9234,2.3503,0.1412,2.386,1,39.8514,0.0824,76.417,4.4401
22,1.787,4.2201,0.4401,4.523,1,7.6765,0.8401,11.0758,12.7939
26,4.3963,9.2039,0.282,2.8757,1,40.4645,1.4013,68.7872,12.0431
22,4.7216,8.7918,0.7645,4.6429,0,38.0536,0.3223,11.9282,9.9427
30,1.3583,4.5689,0.1067,4.913,1,48.4055,2.9902,51.3736,12.8621
25,3.4659,4.109,0.9175,2.2695,0,46.7855,2.9987,19.6116,7.0269
16,9.6008,5.5501,0.8953,2.8258,1,10.6993,1.5594,86.7916,12.7572
13,9.5827,2.4345,0.9088,4.1746,0,23.2467,1.704,40.747,16.4546
22,4.1709,0.5218,0.7396,1.1077,1,45.5742,2.7804,2.5272,1.5001
32,1.3879,9.3922,0.107,4.3081,1,32.0383,2.3094,63.188,23.2153
18,2.6119,1.867,0.4381,2.9596,0,23.185,0.5038,45.0688,3.9673
20,4.53,1.984,0.1314,3.6275,1,5.4469,2.3775,86.1142,8.6472
14,9.53,4.7246,0.9877,0.3993,0,17.5879,0.6928,43.8813,11.2951
23,2.2708,4.9161,0.333,3.8309,0,33.262,1.2907,41.7029,0.9836
14,7.8716,0.1843,0.5853,1.5539,0,38.8457,1.5975,45.9552,13.1607
24,1.9781,1.4795,0.7794,4.0262,1,22.3583,2.151,86.1255,20.8794
10,9.8313,3.7815,0.9206,2.5458,0,2.7922,0.4505,59.0954,21.6244
22,4.4345,6.8373,0.7555,1.3731,1,31.6586,0.2285,67.2669,7.8286
15,7.9771,2.2842,0.6745,4.7638,0,46.0793,2.5984,72.3207,13.4111
25,4.0833,4.2301,0.466,3.8253,1,24.8205,2.4804,93.814,18.6431
18,6.649,5.5735,0.6054,4.9284,1,46.4212,1.5698,83.9145,6.0683
28,2.7281,8.8859,0.0942,1.8223,1,17.705,1.9871,92.8011,12.6833
26,2.3142,3.2607,0.8839,3.2461,0,44.3183,2.1579,34.9872,8.8013
12,9.4426,1.3356,0.5438,3.0579,1,39.317,1.4296,22.2692,9.0762
10,9.2588,4.8927,0.0401,3.4378,0,48.0871,0.7717,21.1356,2.2593
20,8.9872,7.4672,0.9199,0.1916,1,39.5511,1.4442,85.9223,9.7654
20,6.6289,1.0986,0.4893,1.4586,1,16.074,2.8524,83.2285,3.8611
19,8.2744,4.2468,0.8686,4.5467,1,45.0284,2.5135,65.3907,7.2305
22,1.6213,0.1779,0.8569,2.1191,1,33.4866,1.3966,7.2313,7.9267
14,4.0131,0.3356,0.8158,4.8032,0,8.1035,0.6767,32.4868,10.3344
25,3.8233,4.8295,0.0614,1.0675,0,2.2983,2.6688,73.6859,22.0059
13,6.7208,2.982,0.2471,4.9871,0,18.2923,1.9147,25.6083,15.1439
26,4.2036,8.4511,0.8755,3.4879,1,39.3432,1.2142,62.7818,23.3871
23,2.3366,6.0215,0.899,3.882,0,30.9107,0.335,54.7314,14.1756
20,6.3682,4.5393,0.4581,1.9843,1,26.3564,2.2553,27.0046,19.3318
13,8.3295,4.0794,0.44,4.535,1,0.1864,0.9509,93.4995,20.0196
22,4.4391,4.9725,0.1751,2.7273,1,21.775,1.8189,26.4172,17.7361
20,2.1904,0.4044,0.9684,3.4047,1,7.8862,1.7089,89.5843,16.078
30,2.7702,8.9279,0.2131,0.474,1,22.7284,2.0989,54.5523,10.03
29,3.1373,9.983,0.1909,3.1584,1,49.5885,1.6129,10.091,13.6146
23,3.6991,1.8149,0.6607,4.3954,1,43.9769,1.8912,83.5289,4.6492
15,6.7852,1.2038,0.2428,0.8914,1,15.5315,0.2446,79.3518,14.8379
17,6.4085,1.4358,0.9388,3.6886,1,29.6754,1.9958,83.2665,12.3431
19,7.2647,6.6103,0.0109,0.127,1,25.1048,0.5826,64.1767,19.3038
22,4.2625,6.6144,0.0058,4.631,0,6.5024,1.1759,71.4499,21.661
19,8.416,8.4792,0.5049,4.9146,1,49.4903,1.5376,90.7987,3.1871
30,2.8368,7.5183,0.4881,1.7709,1,21.2588,2.0606,13.6421,16.5818
23,5.2214,4.4969,0.1634,0.5354,1,25.283,2.2273,9.2207,22.8011
19,8.2084,6.1286,0.4945,3.2929,1,32.38,2.1148,13.3825,22.0291
26,2.6214,6.8828,0.4117,0.1492,1,9.5772,0.2853,87.1371,20.0262
26,1.9888,5.1274,0.8903,2.4124,1,11.1113,1.1607,56.7305,1.1602
10,8.9532,4.7565,0.0093,1.3589,0,9.6279,0.842,18.4305,6.0596
24,4.0864,6.451,0.9763,2.3667,1,19.2233,1.1953,15.0295,3.5589
20,7.1548,5.5747,0.6244,0.0914,0,9.9838,1.9406,45.0969,22.2464
28,1.2281,6.4394,0.1518,0.2581,1,46.3198,0.5788,81.7577,17.9734
20,7.2104,6.1285,0.0468,0.0799,0,35.7157,1.5063,80.7125,12.7628
29,3.8449,7.192,0.5381,3.0957,0,44.8918,2.6546,85.2741,23.5056
28,1.5017,6.428,0.2349,2.8005,0,42.4242,2.1934,77.1255,4.6733
22,6.4883,5.1974,0.3012,1.1658,1,35.1576,2.1761,7.1004,15.3977
28,3.1672,6.818,0.2451,3.2332,1,12.1373,2.5461,72.2965,14.6251
21,4.4813,4.4948,0.6502,4.421,1,30.7659,1.1977,52.3772,8.1709
25,1.7252,2.4167,0.5535,1.3866,1,9.3149,2.2784,72.9148,11.6491
15,2.3245,0.0142,0.078,4.16,1,6.6238,0.1761,48.944,5.6493
22,3.6818,5.5996,0.5265,3.3125,1,31.6288,0.1693,48.8704,16.2508
28,1.8078,5.9066,0.7912,0.1691,1,31.2313,0.9954,13.4873,10.0378
14,9.1974,9.7205,0.0812,1.8757,0,7.8311,0.5905,90.6173,0.5652
26,1.0544,3.6148,0.8897,2.5388,0,17.6214,1.5556,38.0876,22.8188
15,5.3547,3.9413,0.5783,3.6585,0,3.3141,0.5496,58.655,12.0341
29,2.1092,2.018,0.9506,1.4357,1,35.7867,2.9267,21.5085,16.9352
19,3.7691,0.7053,0.1481,4.9137,0,49.3748,2.5533,37.52,4.7263
20,9.3345,7.728,0.9936,3.4227,1,36.9953,2.9476,87.1872,3.0535
28,2.4553,2.4968,0.6443,1.8641,1,42.2076,2.4233,21.7503,21.6581
18,9.6925,6.089,0.5675,0.4851,0,23.8172,2.8533,21.4045,14.1824
25,2.8521,6.8777,0.5153,0.9068,1,4.7792,1.1043,26.7894,11.8404
18,7.6741,4.7124,0.0237,2.438,1,36.3303,1.4937,57.8914,12.5076
20,5.9201,8.7635,0.9396,2.4735,0,12.826,0.7194,52.5481,5.6689
14,8.9603,4.4379,0.644,3.8386,1,19.4147,1.9074,18.3569,21.9045
19,5.9859,2.8491,0.0916,3.6309,1,35.155,2.3647,69.5049,5.1418
26,5.811,8.9602,0.021,1.0064,1,45.2392,1.4962,90.8465,3.7922
26,2.7591,8.6156,0.0508,2.9748,0,24.3125,0.8891,20.6841,22.3211
25,2.4961,1.6404,0.6094,0.1031,0,48.0803,1.523,67.6224,6.1818
12,9.2484,0.2596,0.614,1.9927,1,25.9952,0.1887,59.0521,20.6996
20,3.9505,0.8999,0.4997,3.8205,1,6.1255,2.1634,33.565,18.5403
21,4.3487,2.8655,0.3068,1.9975,1,25.9217,1.3548,62.1652,9.1666
23,7.8384,9.7226,0.5317,4.178,1,43.0314,2.6947,21.781,6.096
26,4.0494,5.5852,0.5163,4.8808,1,26.9023,2.7698,83.5615,18.2157
11,9.5686,3.7326,0.0194,3.0361,0,37.3878,0.3765,3.199,14.3424
25,7.6413,8.8872,0.2825,0.725,1,27.3979,2.9883,57.1392,6.097
21,6.3769,4.5314,0.0532,1.8984,0,27.3027,2.9095,32.5592,21.3811
20,8.9281,3.1524,0.9002,0.0474,1,14.238,1.8814,88.2547,17.3036
33,1.4465,9.4122,0.7252,3.0136,1,10.063,2.4763,50.4373,21.8227
24,3.3136,8.4952,0.9961,4.1078,1,13.9459,0.0553,80.4463,10.4993
25,5.1853,8.4367,0.3022,3.1497,1,22.0419,2.9112,92.4582,3.0768
27,3.0428,5.1228,0.8785,3.9304,1,40.4795,1.3689,34.1006,22.1778
22,7.6951,7.8944,0.6031,3.9995,0,41.4496,2.7291,88.1538,14.4342
11,9.2729,1.7935,0.4531,4.2551,1,8.1689,1.1554,72.9016,14.5454
24,4.8139,5.7322,0.2226,1.3333,1,27.6427,2.3645,11.7093,14.0224
26,4.0792,9.8385,0.7384,4.3563,1,20.8014,1.2538,11.2881,11.3374
10,9.654,2.9096,0.9041,3.2705,1,28.5468,1.0881,81.9172,6.121
25,5.0037,7.9435,0.2353,1.4486,0,32.3812,2.8403,47.3633,14.7125
18,5.4014,4.9048,0.1754,4.9365,1,13.9806,2.0973,50.0199,17.2465
23,4.1648,0.3981,0.6962,4.7509,1,45.9621,2.5202,89.2334,21.997
18,9.1859,7.6302,0.977,2.8722,0,46.7724,1.6301,90.4765,1.7315
17,6.1206,1.6857,0.75,4.216,1,5.2679,2.755,12.1579,6.113
21,7.8596,6.3147,0.2846,1.3075,0,35.1509,2.2199,37.9912,18.6405
10,8.3063,0.8566,0.42,2.0802,1,1.6616,0.2165,89.6275,18.6036
26,4.0766,9.4687,0.3843,0.9199,1,2.3282,2.3006,82.1656,5.0888
18,4.9032,2.9172,0.8521,2.6005,0,47.89,0.0561,72.3799,4.4332
18,8.6362,2.2646,0.7714,2.48,1,34.7427,2.4872,11.0948,8.8114
19,4.2693,1.2914,0.589,1.0641,1,16.2271,0.9956,62.4983,1.51
21,8.1454,9.46,0.275,3.364,0,33.4939,1.7949,58.6033,17.5287
22,9.4689,7.119,0.938,0.589,1,42.2918,2.2481,17.5495,16.0754
26,6.6089,7.4166,0.6533,0.3085,1,43.5452,1.9109,77.612,20.6094
17,7.6746,4.994,0.9705,1.9245,0,1.026,2.0171,31.8857,10.3212
19,8.2459,4.7473,0.5801,2.0491,1,40.9114,2.678,62.4419,15.2817
15,8.6054,1.1002,0.8212,1.5987,1,42.6601,1.1219,36.8217,22.8948
27,4.5555,5.5984,0.8131,1.2897,1,29.7785,1.6414,9.3551,23.0113
21,1.4614,2.4692,0.3373,1.6939,0,23.9952,0.5248,52.9547,1.7059
25,4.6169,9.7715,0.964,0.8169,1,5.5499,1.4026,31.3577,0.0452
17,7.0638,7.9658,0.0219,2.0173,1,11.9807,0.4501,8.06,23.0396
21,5.0532,4.1299,0.7687,4.523,1,24.5243,1.9008,20.6524,12.8476
15,7.7407,1.5134,0.9656,1.1221,0,43.254,0.9728,62.2667,16.8096
28,4.2128,7.8533,0.3389,3.4223,1,40.1567,2.577,11.0368,21.9023
14,6.7127,1.2205,0.6481,0.7089,0,24.7965,1.0307,9.6592,10.3957
23,2.6778,1.8933,0.5622,1.7695,1,39.2814,0.8605,94.4581,10.5757
15,7.7443,2.1152,0.7615,1.6059,0,38.2867,1.4738,11.6448,4.0076
17,5.9113,5.5689,0.8662,4.6851,0,28.9508,0.526,38.2299,21.7399
25,2.8366,7.8706,0.603,2.1399,1,11.0163,0.6114,14.2077,15.5442
20,3.6272,3.1431,0.8159,3.4523,0,17.4002,2.3494,93.9876,4.3265
13,7.7375,0.8467,0.3123,3.0123,1,8.2032,1.4917,48.635,13.435
18,5.3434,4.6454,0.2286,0.7052,1,0.3575,0.619,12.0008,7.8759
21,2.9443,7.4811,0.4307,4.6977,1,4.0263,0.0946,77.1128,3.5324
13,9.7054,2.2166,0.6777,1.7293,0,37.9813,1.3994,78.2979,4.3649
18,7.4361,2.1992,0.1872,0.2238,1,1.6743,2.2279,90.2187,13.4222
18,9.6142,9.4723,0.6804,1.5022,1,19.9926,1.0536,70.8599,13.5452
24,4.8439,9.5415,0.3941,1.6782,1,49.289,0.7439,6.4169,18.9586
28,5.2759,9.9047,0.7956,0.4637,1,39.762,1.1891,55.4808,5.9516
20,9.0816,8.0766,0.0368,3.0999,1,37.5309,2.8774,39.0199,21.98
17,5.7254,1.8818,0.668,1.7338,1,13.7354,1.2695,75.1095,12.4467
14,7.3655,2.1198,0.6498,3.1457,0,32.0865,0.7789,59.502,4.9001
26,3.2696,3.4023,0.9409,0.0337,1,24.9356,1.7077,72.7949,9.9187
22,5.0205,3.1813,0.7134,4.9102,1,31.1912,2.4322,18.8639,22.1606
27,2.111,9.5653,0.7963,0.8526,0,21.7908,0.067,44.27,11.4758
27,2.8538,7.8907,0.9046,3.2967,0,26.5482,1.6743,43.7783,20.9932
30,1.0085,7.2401,0.6751,3.5789,0,49.4198,2.5089,98.1165,3.836
22,1.3534,1.8596,0.2902,0.858,0,16.4656,0.6469,2.8919,21.935
23,9.7956,9.0953,0.8698,0.5586,0,10.8226,2.765,81.7883,10.3349
27,3.1812,8.2787,0.7476,0.7629,0,22.4247,1.7331,10.6141,22.467
15,6.9698,1.6364,0.4244,1.2341,0,26.216,1.5502,8.9574,20.7859
22,8.5519,8.7117,0.7105,0.8412,1,4.2814,2.891,33.4895,15.8392
18,5.9559,2.7225,0.8677,3.37,1,40.2986,0.389,70.3759,16.1483
24,2.3783,0.8087,0.9757,2.1042,1,21.1026,2.2204,68.1662,5.0762
